#   X     Y     Z      S       D
   134    45   274  4.6948  1.6296
   134    46   274  4.6752  1.6188
   133    45   274  4.6682  1.6149
   134    44   274  4.6595  1.6101
   135    45   274  4.6414  1.6002
   133    44   274  4.6408  1.5999
   133    46   274  4.6387  1.5987
   135    46   274  4.6309  1.5944
   135    44   274  4.6006  1.5779
   134    46   275  4.2660  1.4060
   134    45   275  4.2611  1.4034
   134    46   273  4.2511  1.3911
   133    45   275  4.2477  1.3966
   133    46   275  4.2375  1.3915
   135    46   275  4.2301  1.3877
   135    46   273  4.2268  1.3789
   134    45   273  4.2209  1.3759
   135    45   275  4.2089  1.3771
   133    46   273  4.2057  1.3683
   134    44   275  4.2050  1.3751
   133    44   275  4.2040  1.3746
   133    45   273  4.1861  1.3586
   135    45   273  4.1857  1.3584
   134    44   273  4.1574  1.3444
   135    44   275  4.1403  1.3429
   133    44   273  4.1313  1.3316
   135    44   273  4.1145  1.3233
   134    47   274  4.6002  1.5777
   134    43   274  4.5721  1.5624
   135    47   274  4.5676  1.5600
   132    45   274  4.5637  1.5579
   133    43   274  4.5585  1.5551
   133    47   274  4.5530  1.5522
   132    44   274  4.5453  1.5480
   134    45   272  4.5428  1.5385
   134    46   272  4.5290  1.5311
   132    46   274  4.5250  1.5371
   136    45   274  4.5151  1.5318
   135    43   274  4.5118  1.5301
   136    46   274  4.5112  1.5298
   134    44   272  4.5085  1.5203
   135    45   272  4.5032  1.5174
   133    45   272  4.4961  1.5137
   135    46   272  4.4961  1.5137
   133    46   272  4.4741  1.5021
   136    44   274  4.4723  1.5091
   132    43   274  4.4705  1.5082
   133    44   272  4.4693  1.4995
   135    44   272  4.4639  1.4967
   136    47   274  4.4589  1.5020
   134    47   272  4.4577  1.4934
   134    43   272  4.4344  1.4813
   135    47   272  4.4321  1.4801
   132    47   274  4.4309  1.4873
   133    43   272  4.4008  1.4638
   133    47   272  4.3953  1.4610
   135    43   272  4.3872  1.4568
   136    43   274  4.3867  1.4642
   136    45   272  4.3819  1.4541
   136    46   272  4.3789  1.4525
   132    45   272  4.3676  1.4467
   132    44   272  4.3493  1.4373
   136    44   272  4.3411  1.4331
   132    46   272  4.3374  1.4312
   136    47   272  4.3212  1.4229
   132    43   272  4.2884  1.4063
   136    43   272  4.2659  1.3949
   132    47   272  4.2523  1.3881
   134    47   273  4.2455  1.3883
   135    47   273  4.2347  1.3829
   134    47   275  4.2191  1.3822
   135    47   275  4.2021  1.3737
   133    47   273  4.1881  1.3596
   133    47   275  4.1739  1.3596
   132    45   275  4.1690  1.3571
   136    47   273  4.1552  1.3433
   132    46   275  4.1465  1.3460
   132    44   275  4.1364  1.3410
   136    46   275  4.1340  1.3397
   136    46   273  4.1332  1.3325
   136    47   275  4.1254  1.3355
   133    43   275  4.1083  1.3271
   134    43   275  4.0998  1.3229
   132    46   273  4.0977  1.3151
   136    45   275  4.0972  1.3216
   132    45   273  4.0875  1.3101
   136    45   273  4.0821  1.3075
   132    47   273  4.0709  1.3021
   132    47   275  4.0701  1.3084
   134    43   273  4.0622  1.2979
   132    43   275  4.0502  1.2987
   133    43   273  4.0424  1.2883
   132    44   273  4.0414  1.2878
   135    43   275  4.0270  1.2874
   136    44   275  4.0177  1.2830
   135    43   273  4.0152  1.2752
   136    44   273  4.0053  1.2705
   134    46   276  3.9916  1.2737
   134    45   276  3.9755  1.2660
   134    47   276  3.9647  1.2608
   132    43   273  3.9599  1.2489
   135    46   276  3.9587  1.2579
   133    45   276  3.9579  1.2575
   133    46   276  3.9571  1.2571
   135    47   276  3.9492  1.2534
   135    45   276  3.9293  1.2439
   134    44   276  3.9166  1.2379
   133    44   276  3.9113  1.2354
   133    47   276  3.9107  1.2351
   136    43   273  3.9047  1.2229
   136    43   275  3.8989  1.2264
   132    45   276  3.8736  1.2176
   136    47   276  3.8710  1.2164
   136    46   276  3.8673  1.2146
   135    44   276  3.8623  1.2123
   132    46   276  3.8549  1.2088
   132    44   276  3.8419  1.2028
   136    45   276  3.8295  1.1970
   133    43   276  3.8166  1.1910
   134    43   276  3.8148  1.1902
   132    47   276  3.7896  1.1785
   136    44   276  3.7599  1.1649
   135    43   276  3.7585  1.1642
   132    43   276  3.7580  1.1640
   136    43   276  3.6596  1.1194
   134    45   271  4.6650  1.6003
   134    46   271  4.6544  1.5945
   133    45   271  4.6456  1.5897
   133    46   271  4.6240  1.5780
   134    44   271  4.6191  1.5753
   135    45   271  4.6147  1.5730
   135    46   271  4.6118  1.5714
   133    44   271  4.6082  1.5695
   134    47   271  4.5822  1.5555
   135    44   271  4.5643  1.5459
   132    45   271  4.5557  1.5413
   135    47   271  4.5503  1.5384
   133    47   271  4.5396  1.5328
   132    44   271  4.5297  1.5275
   134    43   271  4.5222  1.5235
   132    46   271  4.5218  1.5233
   133    43   271  4.5171  1.5208
   136    46   271  4.5030  1.5134
   136    45   271  4.5024  1.5131
   134    48   274  4.4720  1.5089
   135    43   271  4.4664  1.4941
   135    48   274  4.4528  1.4988
   136    44   271  4.4526  1.4869
   136    47   271  4.4492  1.4852
   132    43   271  4.4479  1.4845
   134    48   271  4.4466  1.4838
   134    42   274  4.4368  1.4904
   135    48   271  4.4274  1.4738
   132    47   271  4.4254  1.4728
   133    42   274  4.4248  1.4841
   133    48   274  4.4143  1.4786
   131    45   271  4.4022  1.4607
   133    48   271  4.3918  1.4554
   131    45   274  4.3913  1.4666
   131    44   271  4.3885  1.4537
   131    44   274  4.3815  1.4615
   135    42   274  4.3798  1.4606
   134    42   271  4.3795  1.4491
   133    42   271  4.3770  1.4478
   136    48   274  4.3589  1.4498
   136    43   271  4.3588  1.4385
   131    46   271  4.3562  1.4371
   131    46   274  4.3452  1.4427
   137    45   271  4.3428  1.4303
   132    42   274  4.3423  1.4412
   137    46   271  4.3420  1.4299
   136    48   271  4.3380  1.4278
   137    45   274  4.3315  1.4356
   137    46   274  4.3309  1.4353
   135    42   271  4.3258  1.4217
   134    42   272  4.3257  1.4253
   134    48   272  4.3212  1.4229
   131    43   271  4.3181  1.4177
   131    43   274  4.3154  1.4274
   132    42   271  4.3146  1.4160
   135    48   272  4.3027  1.4136
   137    44   271  4.2985  1.4078
   133    42   272  4.2955  1.4099
   137    47   271  4.2921  1.4046
   137    44   274  4.2912  1.4150
   137    47   274  4.2874  1.4131
   132    48   274  4.2860  1.4124
   135    42   272  4.2788  1.4015
   132    48   271  4.2674  1.3922
   136    42   274  4.2634  1.4009
   133    48   272  4.2535  1.3887
   131    47   271  4.2498  1.3833
   131    47   274  4.2465  1.3924
   136    42   271  4.2254  1.3712
   137    43   274  4.2139  1.3760
   137    43   271  4.2136  1.3653
   135    46   277  4.2114  1.3856
   135    48   273  4.2062  1.3686
   137    48   274  4.2016  1.3698
   134    48   273  4.2015  1.3662
   136    48   272  4.1995  1.3618
   135    45   277  4.1981  1.3789
   131    42   274  4.1952  1.3666
   131    42   271  4.1945  1.3558
   136    46   277  4.1936  1.3767
   137    45   272  4.1931  1.3586
   137    46   272  4.1907  1.3574
   137    48   271  4.1900  1.3536
   132    42   272  4.1893  1.3567
   135    47   277  4.1826  1.3712
   134    46   277  4.1816  1.3707
   134    45   277  4.1763  1.3680
   136    45   277  4.1741  1.3669
   136    47   277  4.1737  1.3667
   131    45   272  4.1699  1.3471
   136    42   272  4.1623  1.3434
   131    44   272  4.1598  1.3422
   137    44   272  4.1549  1.3397
   135    44   277  4.1449  1.3523
   136    48   273  4.1442  1.3379
   134    47   277  4.1431  1.3514
   137    47   272  4.1371  1.3310
   137    46   277  4.1338  1.3467
   131    46   272  4.1328  1.3289
   133    48   273  4.1319  1.3319
   134    44   277  4.1286  1.3442
   135    48   275  4.1252  1.3354
   134    48   275  4.1217  1.3337
   137    47   277  4.1211  1.3404
   136    44   277  4.1178  1.3388
   136    48   277  4.1135  1.3366
   135    48   277  4.1117  1.3357
   137    45   277  4.1104  1.3351
   132    48   272  4.1081  1.3168
   131    43   272  4.1073  1.3164
   133    45   277  4.1058  1.3328
   137    42   274  4.1046  1.3218
   133    46   277  4.1022  1.3311
   131    48   274  4.1010  1.3201
   137    42   271  4.0914  1.3054
   137    43   272  4.0857  1.3060
   131    48   271  4.0854  1.3025
   137    48   277  4.0710  1.3157
   136    48   275  4.0703  1.3085
   133    44   277  4.0655  1.3130
   134    48   277  4.0615  1.3110
   133    48   275  4.0592  1.3031
   135    43   277  4.0551  1.3079
   133    47   277  4.0539  1.3073
   137    44   277  4.0535  1.3071
   131    47   272  4.0443  1.2860
   134    43   277  4.0419  1.3014
   131    45   275  4.0308  1.2893
   136    43   277  4.0276  1.2945
   137    48   272  4.0229  1.2757
   137    48   273  4.0215  1.2783
   131    42   272  4.0158  1.2723
   137    47   273  4.0149  1.2751
   132    48   273  4.0070  1.2713
   131    44   275  4.0069  1.2777
   131    46   275  4.0001  1.2745
   137    47   275  3.9981  1.2735
   137    42   272  3.9916  1.2608
   137    46   275  3.9889  1.2691
   132    45   277  3.9871  1.2748
   133    43   277  3.9842  1.2734
   137    46   273  3.9799  1.2584
   132    46   277  3.9747  1.2689
   137    43   277  3.9654  1.2644
   137    48   275  3.9641  1.2573
   133    42   275  3.9638  1.2571
   133    48   277  3.9629  1.2632
   132    44   277  3.9549  1.2594
   134    42   275  3.9491  1.2501
   132    48   275  3.9435  1.2474
   131    46   273  3.9401  1.2395
   137    45   275  3.9388  1.2452
   131    45   273  3.9370  1.2381
   134    42   273  3.9356  1.2374
   135    42   277  3.9322  1.2485
   131    43   275  3.9294  1.2408
   137    45   273  3.9209  1.2305
   134    42   277  3.9201  1.2428
   133    42   273  3.9194  1.2298
   132    47   277  3.9181  1.2418
   131    47   275  3.9164  1.2346
   132    42   275  3.9138  1.2334
   131    47   273  3.9079  1.2244
   136    42   277  3.9061  1.2361
   131    48   272  3.9018  1.2185
   135    48   276  3.8991  1.2296
   131    44   273  3.8984  1.2200
   134    48   276  3.8952  1.2278
   135    42   273  3.8879  1.2150
   132    43   277  3.8808  1.2241
   135    42   275  3.8728  1.2141
   133    42   277  3.8662  1.2173
   137    44   275  3.8514  1.2041
   137    42   277  3.8479  1.2087
   132    42   273  3.8424  1.1940
   137    44   273  3.8413  1.1934
   131    48   273  3.8410  1.1933
   136    48   276  3.8374  1.2007
   131    43   273  3.8241  1.1855
   131    45   277  3.8239  1.1975
   133    48   276  3.8214  1.1932
   132    48   277  3.8204  1.1958
   131    46   277  3.8045  1.1884
   131    42   275  3.8019  1.1812
   131    44   277  3.7996  1.1862
   131    48   275  3.7843  1.1731
   136    42   273  3.7802  1.1654
   132    42   277  3.7690  1.1720
   136    42   275  3.7449  1.1551
   137    47   276  3.7442  1.1577
   137    43   273  3.7427  1.1484
   131    47   277  3.7425  1.1598
   131    43   277  3.7334  1.1557
   137    46   276  3.7326  1.1524
   137    43   275  3.7309  1.1487
   131    45   276  3.7282  1.1504
   137    48   276  3.7228  1.1479
   131    42   273  3.7131  1.1350
   131    44   276  3.7116  1.1428
   131    46   276  3.6933  1.1345
   137    45   276  3.6922  1.1340
   132    48   276  3.6829  1.1299
   133    42   276  3.6744  1.1260
   134    42   276  3.6708  1.1244
   131    48   277  3.6420  1.1143
   131    43   276  3.6405  1.1108
   131    42   277  3.6291  1.1085
   137    44   276  3.6257  1.1042
   137    42   273  3.6250  1.0958
   132    42   276  3.6223  1.1027
   135    42   276  3.6181  1.1009
   131    47   276  3.6127  1.0984
   137    42   275  3.5817  1.0820
   137    43   276  3.5341  1.0638
   136    42   276  3.5285  1.0613
   131    42   276  3.5149  1.0554
   134    49   274  4.2961  1.4176
   135    49   274  4.2913  1.4151
   134    41   274  4.2596  1.3990
   134    49   271  4.2497  1.3833
   133    41   274  4.2454  1.3918
   135    49   271  4.2441  1.3805
   133    49   274  4.2292  1.3837
   136    49   274  4.2151  1.3766
   135    41   274  4.2106  1.3743
   130    45   271  4.1972  1.3572
   130    44   271  4.1949  1.3561
   134    41   271  4.1947  1.3560
   133    41   271  4.1919  1.3546
   134    41   272  4.1844  1.3543
   133    49   271  4.1841  1.3507
   136    49   271  4.1694  1.3435
   130    45   274  4.1664  1.3523
   132    41   274  4.1659  1.3520
   130    44   274  4.1635  1.3508
   133    41   272  4.1554  1.3400
   138    45   271  4.1537  1.3358
   138    46   271  4.1474  1.3327
   135    41   271  4.1462  1.3321
   130    46   271  4.1414  1.3297
   135    41   272  4.1406  1.3327
   135    49   273  4.1397  1.3357
   130    43   271  4.1363  1.3272
   132    41   271  4.1338  1.3260
   138    44   271  4.1191  1.3189
